"source","canonical_url","ppid","PAName","Heading","islive","isnew","showInCatalog","Summary","Vertical","Solutions","Platform","Product","ProductType","Image1Url","DetailPage","Status","externalUrl","isRedirected","rm_Status","rm_Public_Site_Link","rm_Production_Link","rm_Final_Content_Type","rm_Drupal_Page_URL","rm_RHAC_page","rm_Final_Demo_Title","rm_Publish_states","rm_Featured_Start_Date","rm_Featured_End_Date","rm_Origin_Type","rm_Primary_Product","rm_Product","rm_Marketing_Program","rm_TDP","rm_Sales_Tactic","rm_Verticals","rm_Event","rm_Primary_Audience","rm_Personas","rm_Pain_Points","rm_Creator_Name","rm_Creator_Team","rm_Quarter","rm_Demo_Description","rm_Demo_Description_(Gemini_generated)","rm_Language","rm_Duration","rm_SEOWords","rm_CTALink","rm_Join_Key","rm_Number","rm_Metadata"
"PAList+RM","https://www.redhat.com/en/interactive-demo/build-applications-securely-openshift-app-platform","151","151-build-applications-securely-openshift-app-platform-interactive-experience","Build Applications Securely on OpenShift App Platform","TRUE","FALSE","FALSE","Explore how OpenShift app platform helps teams build, edit, monitor, and deploy applications securely across containers, VMs, service mesh, and serverless workflows.","All","Application Platform","","","IE","","IE/build-applications-securely-openshift-app-platform-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/151-build-applications-securely-openshift-app-platform-interactive-experience","","","https://www.redhat.com/en/interactive-demo/build-applications-securely-openshift-app-platform","https://www.redhat.com/architect/portfolio/detail/151-build-applications-securely-openshift-app-platform-interactive-experience","Build applications securely on OpenShift app platform","","","","2026Summit manually added","Red Hat OpenShift","","","Application Platform","","","","","","","Jaafar Chraibi","HPBU","CY26Q2","This demo showcases the comprehensive features that OpenShift offers to build and deploy applications. It covers several application platform capabilities such as building from source code, code editing, workload monitoring, VMs deployment alongside containers, Service Mesh and serverless.","This interactive demo highlights how Red Hat OpenShift provides a secure foundation for developing and deploying applications. It walks through the full application development and operational experience from start to finish. • Deploying a Quarkus application using a template from the OpenShift Software Catalog. • Editing application source code within the OpenShift DevSpaces Web IDE. • Reviewing security details and Health Index for curated images like JBoss EAP. • Deploying certified operators, such as an NVIDIA operator, from the integrated Software Marketplace. • Exploring OpenShift Service Mesh features, including Kialo for traffic distribution and tracing. • Running both Windows Virtual Machines and .Net Core containers natively on OpenShift.","","","","","Build applications securely on OpenShift app platform","215",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/managed-identity-and-workload-identity-azure-red-hat-openshift","150","150-managed-identity-workload-identity-azure-red-hat-openshift-interactive-experience","Managed Identity and Workload Identity on Azure Red Hat OpenShift","TRUE","FALSE","FALSE","Managed Identity and workload identity on Azure Red Hat OpenShift enhance security by replacing long-term credentials with short-lived tokens and minimal permissions.","All","Container Management","","","IE","","IE/managed-identity-workload-identity-azure-red-hat-openshift-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/150-managed-identity-workload-identity-azure-red-hat-openshift-interactive-experience","","","https://www.redhat.com/en/interactive-demo/managed-identity-and-workload-identity-azure-red-hat-openshift","https://www.redhat.com/architect/portfolio/detail/150-managed-identity-workload-identity-azure-red-hat-openshift-interactive-experience","Create a managed identity ARO cluster in just a few clicks","","","","2026Summit manually added","Red Hat OpenShift","","","Container Management","","","","","","","Oren Kashi","HPBU","CY26Q2","Managed Identity and workload identity on Azure Red Hat OpenShift provide an enhanced security posture for how Azure Red Hat OpenShift clusters access other Azure resources by replacing long-term credentials, such as client secrets, with short-lived tokens and providing a minimal set of permissions. This feature provides more granular access control and less operational burden by eliminating the need for periodic secrets rotation.","This interactive demo helps users quickly provision Azure Red Hat OpenShift clusters with simplified identity management. It highlights how managed identities streamline security and access for cloud-native applications. • Navigating to the 'Azure Red Hat OpenShift clusters' resource in the Microsoft Azure portal • Selecting a resource group and entering a cluster name on the 'Create Azure Red Hat OpenShift cluster' page • Reviewing default settings, specifically the 'Authentication' section showing 'Managed identity' as the credential type • Confirming automatic creation of identities and role assignments during the review process • Viewing the completed Azure Red Hat OpenShift cluster deployment within the resource group overview","","","","","Create a managed identity ARO cluster in just a few clicks","232",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/software-supply-chain-security","149","149-software-supply-chain-security-interactive-experience","Software Supply Chain Security","TRUE","FALSE","FALSE","Red Hat Trusted Software Supply Chain accelerates security compliance for platform engineering teams by bringing Red Hat's open source practices to reduce software delivery risks.","All","Application Platform","","","IE","","IE/software-supply-chain-security-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/149-software-supply-chain-security-interactive-experience","","","https://www.redhat.com/en/interactive-demo/software-supply-chain-security","https://www.redhat.com/architect/portfolio/detail/149-software-supply-chain-security-interactive-experience","Software Supply Chain Security","","","","2026Summit manually added","Red Hat OpenShift","","","Application Platform","","","","","","","Sean Rickerd","HPBU","CY26Q2","Software supply chain security for cloud-native applications requires months of effort for code to stay compliant to the organization's security practices. Red Hat Trusted Software Supply Chain accelerates this effort for platform engineering teams by bringing Red Hat’s own mature, open source software supply chain practice to mitigate and reduce risks in software delivery, for development and security teams to instantly adopt with low effort and cost.","This interactive demo helps organizations understand the importance of comprehensive software supply chain security for their applications. It highlights how Red Hat provides powerful integrated security controls to address these critical challenges. • Presenting a key question about comprehensive software supply chain security for applications • Highlighting Red Hat's offering of powerful integrated security controls","","","","","Software Supply Chain Security","227",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/red-hat-build-kueue","148","148-red-hat-build-of-kueue-interactive-experience","Red Hat build of Kueue","TRUE","FALSE","FALSE","Explore Red Hat build of Kueue, an intelligent job queuing system for OpenShift that helps schedule and manage AI and machine learning workloads.","All","Application Platform","","","IE","","IE/red-hat-build-of-kueue-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/148-red-hat-build-of-kueue-interactive-experience","","","https://www.redhat.com/en/interactive-demo/red-hat-build-kueue","https://www.redhat.com/architect/portfolio/detail/148-red-hat-build-of-kueue-interactive-experience","Red Hat build of Kueue","","","","2026Summit manually added","Red Hat OpenShift","","","Application Platform","","","","","","","Jaafar Chraibi","HPBU","CY26Q2","The Red Hat build of Kueue is an intelligent job queuing system for OpenShift that acts as an efficient traffic controller for your AI and machine learning workloads. By smartly scheduling and managing the wait queue for jobs across different architectures, Kueue ensures fair access to expensive resources, such as GPUs, for all teams. This intelligent management eliminates resource contention, reduces idle time, and ultimately drives cost efficiency and faster time to results.","This interactive demo helps users efficiently manage and schedule batch processing jobs on Red Hat OpenShift, ensuring optimal resource allocation. It walks through the full setup and a practical example of job queuing and resource management. • Installing the Red Hat Build of Kueue Operator on Red Hat OpenShift • Creating an instance of the Kueue Operator and verifying the availability of Kueue CRDs (ClusterQueue, LocalQueue) • Scheduling a batch job within the defined ClusterQueue CPU limits and observing successful pod creation • Attempting to schedule a job exceeding ClusterQueue CPU limits, demonstrating job pending status due to insufficient resources • Modifying ClusterQueue resource limits to accommodate the larger job • Verifying the successful execution of the previously pending job after resource adjustment","","","","","Red Hat build of Kueue","222",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/leaderworker-set","147","147-leaderworker-set-interactive-experience","LeaderWorker Set","TRUE","FALSE","FALSE","Explore LeaderWorker Set orchestration for distributed workloads that need coordinated leader and worker containers running as one cohesive unit.","All","Application Platform","","","IE","","IE/leaderworker-set-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/147-leaderworker-set-interactive-experience","","","https://www.redhat.com/en/interactive-demo/leaderworker-set","https://www.redhat.com/architect/portfolio/detail/147-leaderworker-set-interactive-experience","LeaderWorker Set","","","","2026Summit manually added","Red Hat OpenShift","","","Application Platform","","","","","","","Jaafar Chraibi","HPBU","CY26Q2","Leader/Worker Set is a powerful orchestration tool designed to simplify complex, distributed workloads. It works by designating a single ""leader"" container to coordinate and manage multiple ""worker"" containers. This is essential for deploying large applications across multiple servers. It dramatically simplifies the deployment and ensuring the entire distributed application runs reliably without manual, custom workarounds. It guarantees that demanding processes scale and execute as one cohesive unit.","This interactive demo helps users efficiently deploy and scale AI/ML inference workloads on Kubernetes. It walks through the full experience of enabling and managing cohesive pod groups for distributed models. • Exploring the LeaderWorkerSet operator in the OpenShift console • Creating a new LeaderWorkerSet instance to enable the API in the cluster • Reviewing a sample LeaderWorkerSet and its initial 3 running pods • Demonstrating the ""all-or-nothing restart"" behavior by deleting a pod • Updating the ""Size"" field to scale the number of pods within a group from 3 to 4 • Changing the ""replicas"" field to scale from 1 group of pods to 2 groups, resulting in 8 pods","","","","","LeaderWorker Set","221",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/troubleshooting-pipelines-openshift-lightspeed","146","146-troubleshooting-pipelines-with-openshift-lightspeed-interactive-experience","Troubleshooting Pipelines with OpenShift Lightspeed","TRUE","FALSE","FALSE","Explore how OpenShift Lightspeed can help troubleshoot OpenShift Pipelines by diagnosing alert messages, YAML definitions, and common pipeline errors.","All","Application Platform","","","IE","","IE/troubleshooting-pipelines-with-openshift-lightspeed-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/146-troubleshooting-pipelines-with-openshift-lightspeed-interactive-experience","","","https://www.redhat.com/en/interactive-demo/troubleshooting-pipelines-openshift-lightspeed","https://www.redhat.com/architect/portfolio/detail/146-troubleshooting-pipelines-with-openshift-lightspeed-interactive-experience","Troubleshooting pipelines with OpenShift Lightspeed","","","","2026Summit manually added","Red Hat OpenShift","","","Application Platform","","","","","","","Jaafar Chraibi","HPBU","CY26Q2","OpenShift Lightspeed simplifies pipeline troubleshooting by acting as an assistant within the OpenShift console. Sbmit failing pipeline alert messages or complex YAML definitions directly to the assistant. It rapidly diagnoses common errors, such as port conflicts or resource selector mismatches, and provides step-by-step guidance or corrected YAML code. By leveraging its knowledge of OpenShift Pipelines, Lightspeed turns complex debugging into a natural language task, significantly boosting the productivity of both new and experienced operations teams.","This interactive demo shows how AI-assisted capabilities can streamline troubleshooting for failed pipeline executions. It walks through the full experience of using an intelligent assistant to diagnose and resolve issues within a cloud-native environment. • Observing a failed 'pipeline-go' execution in the OpenShift Pipelines dashboard • Accessing the OpenShift Lightspeed interface using its dedicated icon • Reviewing OpenShift Lightspeed's analysis of cluster logs for pipeline execution issues • Identifying the adapted solution provided by OpenShift Lightspeed for the failed pipeline","","","","","Troubleshooting pipelines with OpenShift Lightspeed","220",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/customizable-observability-dashboards","145","145-customizable-observability-dashboards-interactive-experience","Customizable Observability Dashboards","TRUE","FALSE","FALSE","Explore OpenShift Observability customizable dashboards with the Red Hat build of Perses directly within the OpenShift web console.","All","Application Platform","","","IE","","IE/customizable-observability-dashboards-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/145-customizable-observability-dashboards-interactive-experience","","","https://www.redhat.com/en/interactive-demo/customizable-observability-dashboards","https://www.redhat.com/architect/portfolio/detail/145-customizable-observability-dashboards-interactive-experience","Customizable observability dashboards","","","","2026Summit manually added","Red Hat OpenShift","Red Hat Advanced Cluster Management for Kubernetes","","Application Platform","","","","","","","Luiz Bernardo Levenhagen","CFE","CY26Q2","Check out customizable observability dashboards via the Red Hat build of Perses, directly within the web console. This feature is your solution to fragmented monitoring tool sprawl. It centralizes all core signals—metrics from Prometheus, logs from Loki, and traces from Tempo—into a single, supported experience. Teams get an intuitive, grid-based interface to arrange time series, gauge, and stat charts. A robust variable system allows for dynamic filtering, ensuring you can quickly visualize and troubleshoot cluster health without leaving OpenShift.","This interactive demo helps users gain integrated multicluster observability and control over their dashboard designs directly within the Red Hat OpenShift console. It walks through the full experience of incorporating and customizing existing dashboards from start to finish, enhancing operational visibility. • Reviewing the historical approach of multi-cluster observability with Grafana • Exploring the new integrated dashboard capabilities within the RHACM/OpenShift Console, powered by Perses • Identifying options for migrating existing custom dashboards, including CLI-based `percli` commands • Importing an existing dashboard by pasting its JSON code into the OpenShift UI • Modifying dashboard visualizations and adding information to an existing table using ""Column Settings"" • Applying edits to save the customized dashboard","","","","","Customizable observability dashboards","219",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/ocp-external-auth","144","144-ocp-external-auth","Kubernetes-Native Authentication in OpenShift using External Authentication","TRUE","FALSE","TRUE","Standardizing authentication across Kubernetes environments using external OIDC token providers. Enables OpenShift to use externally issued authentication tokens with support for various identity providers.","All","ApplicationPlatform","","OpenShift","PA","intro-marketectures/ocp-rhbk-marketecture.png","","Active","https://www.redhat.com/architect/portfolio/detail/134-openshift-external-auth/","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList+RM","https://www.redhat.com/architect/portfolio/detail/143-virtual-machine-reconfiguration-pre-post-hooks-interactive-experience","143","143-virtual-machine-reconfiguration-pre-post-hooks-interactive-experience","Virtual Machine Reconfiguration with Pre- and Post-Hooks","TRUE","FALSE","FALSE","An interactive demonstration of Ansible-based hooks being run against virtual machines prior to and after migration.","All","","","","IE","","IE/virtual-machine-reconfiguration-pre-post-hooks-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/143-virtual-machine-reconfiguration-pre-post-hooks-interactive-experience","https://interact.redhat.com/share/ujBurtdYutnlmooI4dE6","","","https://www.redhat.com/architect/portfolio/detail/143-virtual-machine-reconfiguration-pre-post-hooks-interactive-experience","Virtual Machine Reconfiguration with Pre- and Post-Hooks","Featured","4/8/2026","","Legacy IE Master import","Red Hat OpenShift Virtualization","Red Hat OpenShift, Red Hat OpenShift Virtualization, Migration Toolkit for Virtualization","Virtualization Campaign - VM Migration","Virtualization","Virtualization - VM Migration - Targets VMware/ Broadcom customers (on-prem & cloud).","No, it is applicable to multiple verticals","No","","","","Alan Cowles","HPBU","CY25Q1","An interactive demonstration of ansible-based hooks being run against VMs prior to and post migration.","This interactive demo helps users seamlessly reconfigure virtual machines during migration to Red Hat OpenShift. It showcases how pre- and post-migration hooks automate necessary adjustments for a smooth transition. It walks through the full migration experience, from initial setup to verifying post-migration changes. • Accessing the RHEL-Demo virtual machine console on an ESXi host client • Switching to the Red Hat OpenShift console to manage migration plans • Creating a migration plan for virtualization within Red Hat OpenShift • Configuring pre- and post-migration hooks in the migration plan's Hooks tab • Starting the virtual machine migration process • Verifying the migrated RHEL-Demo virtual machine and hook-generated files (premigration.txt, postmigration.txt) in OpenShift Virtualization","English","","Virtualization, Migration","None","Virtual Machine Reconfiguration with Pre- and Post-Hooks","162","Red Hat OpenShift, Red Hat OpenShift Virtualization, Migration Toolkit for Virtualization, Technical Walkthrough, Virtualization Campaign - VM Migration, Virtualization, Virtualization - VM Migration - Targets VMware/ Broadcom customers (on-prem & cloud)., No, it is applicable to multiple verticals, No, Alan Cowles, HPBU, Virtual Machine Reconfiguration with Pre- and Post-Hooks, https://interact.redhat.com/share/cfhTjX94HcFjuP2pX0Lm, CY25Q1, An interactive demonstration of ansible-based hooks being run against VMs prior to and post migration., English, Virtualization, Migration"
"PAList+RM","https://www.redhat.com/en/interactive-demo/red-hat-advanced-cluster-security-overview","142","142-red-hat-advanced-cluster-security-overview-interactive-experience","Red Hat Advanced Cluster Security Overview","TRUE","FALSE","FALSE","Get an overview of Red Hat Advanced Cluster Security and how it helps secure cloud-native applications and Kubernetes environments.","All","","","","IE","","IE/red-hat-advanced-cluster-security-overview-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/142-red-hat-advanced-cluster-security-overview-interactive-experience","https://interact.redhat.com/share/F5uotQDarnovQ8Xwjii8","","https://www.redhat.com/en/interactive-demo/red-hat-advanced-cluster-security-overview","https://www.redhat.com/architect/portfolio/detail/142-red-hat-advanced-cluster-security-overview-interactive-experience","Red Hat Advanced Cluster Security Overview","","","","Creator Intake Form (no request)","Red Hat OpenShift","Red Hat OpenShift","N/A","Container Management","N/A","No, it is applicable to multiple verticals","No","","","","Sean Rickerd","HPBU","CY24Q4","Overview of Red Hat Advanced Cluster Security","This interactive demo helps security teams gain comprehensive visibility and control over their Kubernetes environments. It addresses critical security concerns from vulnerabilities to compliance and runtime risks, walking through the full security management experience for containerized applications and clusters from start to finish. • Reviewing a consolidated overview of critical security factors and policy violations on the dashboard. • Exploring vulnerability management, including searching for specific CVEs like log4shell, reviewing image scan results, and generating a Software Bill of Materials (SBOM). • Configuring and scheduling compliance scans based on standards like DISA-STIG and PCI-CSS, and reviewing results in the OpenShift Coverage tab. • Assessing deployment risk by examining policy violations, image age, and active runtime processes in the Risk dashboard. • Managing security policies, including creating new policies via the UI, exporting them as Custom Resources, and integrating with ArgoCD for external management.","English","","Security, cloud security","NA","Red Hat Advanced Cluster Security Overview","194",""
"PAList+RM","https://www.redhat.com/architect/portfolio/detail/141-node-consolidation-watcher-openstack-services-openshift-interactive-experience","141","141-node-consolidation-watcher-openstack-services-openshift-interactive-experience","Node Consolidation utilizing Watcher on Red Hat OpenStack Services on OpenShift","TRUE","FALSE","FALSE","Learn how to consolidate virtual machines from multiple compute nodes to perform maintenance and optimize infrastructure utilization.","All","","","","IE","","IE/node-consolidation-watcher-openstack-services-openshift-interactive-experience.adoc","Active","","FALSE","IE Published","https://www.redhat.com/architect/portfolio/detail/141-node-consolidation-watcher-openstack-services-openshift-interactive-experience","https://interact.redhat.com/share/n2I6zAMs0TKOAHFwEVku","","","https://www.redhat.com/architect/portfolio/detail/141-node-consolidation-watcher-openstack-services-openshift-interactive-experience","Node Consolidation utilizing Watcher on Red Hat OpenStack Services on OpenShift","Latest","","","Creator Intake Form (no request)","Red Hat OpenStack Services on OpenShift","Red Hat OpenStack Services on OpenShift","Virtualization Campaign - VM Migration","Virtualization","Virtualization - VM Migration - Targets VMware/ Broadcom customers (on-prem & cloud).","","","","","","Amy Marrich","CFE","CY25Q4","Learn how to consolidate Virtual Machines from multiple compute nodes to perform maintenance and other tasks.","This interactive demo helps cloud administrators optimize resource utilization and reduce operational costs. It walks through the full process of consolidating compute nodes within a cloud environment. • Reviewing cloud resources and instances in the Admin area. • Identifying instances running across multiple compute nodes (e.g., compute1 and compute2). • Creating an Audit Template by providing a name, selecting the Server Consolidation goal, and the Node Resource Consolidation strategy. • Creating and starting a One Shot audit using the newly defined template. • Verifying that all nodes have been consolidated onto a single compute for maintenance or other scenarios.","English","","VM Migration, OpenStack","","Node Consolidation utilizing Watcher on Red Hat OpenStack Services on OpenShift","214",""
"PAList+RM","https://www.redhat.com/en/interactive-demo/confidential-containers-gtc","140","140-confidential-containers-gtc-interactive-experience","Confidential Containers - GTC","TRUE","FALSE","FALSE","An interactive demo for Confidential Containers running in an NVIDIA environment with NRAS.","All","","","","IE","","IE/confidential-containers-gtc-interactive-experience.adoc","Active","","TRUE","IE Published","https://www.redhat.com/architect/portfolio/detail/140-confidential-containers-gtc-interactive-experience","","","https://www.redhat.com/en/interactive-demo/confidential-containers-gtc","https://www.redhat.com/architect/portfolio/detail/140-confidential-containers-gtc-interactive-experience","Confidential Containers - GTC","","","","Creator Intake Form (no request)","Red Hat OpenShift","Red Hat OpenShift","App Platform Campaign - Platform Engineering","Container Management","Container Management - Multicluster management and security at scale for Kubernetes.","No, it is applicable to multiple verticals","GTC","","","","Sean Rickerd","HPBU","CY26Q1","An interactive demo for Confidential Containers running in an NVIDIA environment with NRAS.","This interactive demo helps organizations achieve absolute privacy and total security for their AI models and sensitive data. It addresses the critical need for zero-trust AI in regulated environments by showcasing a secure deployment workflow. • Reviewing the architecture for secure AI model deployment using Confidential Containers and hardware attestation. • Observing the Red Hat build of Trustee operator and instance running on Red Hat OpenShift. • Configuring the Trustee for attestation with NVIDIA NRAS and loading user API keys into shielded memory. • Deploying an NVIDIA Inference Microservices (NIM) container on an OpenShift H100 SNO node. • Examining the pod definition to verify the `kata-cc-nvidia-gpu` runtime class and the use of sealed secrets. • Verifying successful hardware attestation and secure key injection by reviewing Trustee logs. • Interacting with the securely deployed Llama 3.1 AI model via an Open WebUI, demonstrating end-user experience.","English","","AI, Confidential Computing","Product trial","Confidential Containers - GTC","209",""
"PAList+RM","https://www.redhat.com/architect/portfolio/detail/139-openshift-platform-plus-digital-sovereignty-demo","139","139-openshift-platform-plus-digital-sovereignty-demo","OpenShift Platform Plus: A Foundation for Digital Sovereignty","TRUE","FALSE","TRUE","Discover how OpenShift Platform Plus provides the foundations on which to build your sovereign cloud and achieve digital sovereignty.","All","ApplicationPlatform","","OpenShift","Demo","intro-marketectures/openshift-platform-plus-digital-sovereignty-demo.webp","openshift-platform-plus-digital-sovereignty-demo.adoc","Active","","FALSE","IE Published","https://www.redhat.com/architect/portfolio/detail/139-openshift-platform-plus-digital-sovereignty-demo","https://interact.redhat.com/share/JvopzAX3iF34CQngvniD","Technical Walkthrough","","https://www.redhat.com/architect/portfolio/detail/139-openshift-platform-plus-digital-sovereignty-demo","OpenShift Platform Plus: A foundation for digital sovereignty","Latest","","","Creator Intake Form (no request)","Red Hat OpenShift","Red Hat OpenShift","App Platform Campaign - App Modernization","Application Platform","Application Platform - Secure the software supply chain and platform operation","No, it is applicable to multiple verticals","Summit","","","","Ricardo Garcia Cavero","Portfolio Technical Marketing and Platforms","CY26Q1","Discover how OpenShift Platform Plus provides the foundations on which to build your sovereign cloud and achieve digital sovereignty","Organizations can achieve digital sovereignty and maintain full control over their cloud environments. This interactive demo illustrates the complete process for building and securing a sovereign cloud from the ground up. • Deploying hosted OpenShift Virtualization clusters using Red Hat Advanced Cluster Management for Kubernetes (RHACM). • Creating a Red Hat Enterprise Linux 9 virtual machine from a template within Fleet Virtualization. • Configuring automated compliance scans and reviewing results in Red Hat Advanced Cluster Security for Kubernetes (RHACS). • Creating and enforcing runtime policies to block unauthorized package manager activity in pods. • Cryptographically signing container images using Red Hat Trusted Artifact Signer (TAS) and verifying in Red Hat Quay.","English","","digital sovereignty, sovereign cloud, openshift platform plus, cluster-as-a-service,vm-as-a-service","https://www.redhat.com/en/products/digital-sovereignty?intcmp=RHCTG0250000449877 https://www.redhat.com/en/technologies/cloud-computing/openshift/try-it?intcmp=RHCTG0250000449877","OpenShift Platform Plus: A foundation for digital sovereignty | Technical Walkthrough","207",""
"PAList+RM","https://www.redhat.com/architect/portfolio/detail/138-openshift-platform-plus-digital-sovereignty-interactive-experience","138","138-openshift-platform-plus-digital-sovereignty-interactive-experience","OpenShift Platform Plus: A Foundation for Digital Sovereignty","TRUE","FALSE","FALSE","This interactive experience shows how OpenShift Platform Plus provides the foundation to build a sovereign cloud and implement digital sovereignty use cases.","All","","","","IE","","IE/openshift-platform-plus-digital-sovereignty-interactive-experience.adoc","Active","","FALSE","IE Published","https://www.redhat.com/architect/portfolio/detail/138-openshift-platform-plus-digital-sovereignty-interactive-experience","https://interact.redhat.com/share/avkM8x1AGGqO7Y9aOFCy","","","https://www.redhat.com/architect/portfolio/detail/138-openshift-platform-plus-digital-sovereignty-interactive-experience","OpenShift Platform Plus: A foundation for digital sovereignty","","","","Creator Intake Form (no request)","Red Hat OpenShift","Red Hat OpenShift","App Platform Campaign - App Modernization","Application Platform","Application Platform - Modernize legacy apps & develop net-new cloud-native apps","No, it is applicable to multiple verticals","No","","","","Sarvesh Pandit, Ricardo Garcia Cavero","Portfolio Technical Marketing and Platforms","CY26Q1","This IE shows how OpenShift Platform Plus provides the foundation to build a sovereign cloud, showing how to implement some use cases.","This interactive demo helps organizations achieve digital sovereignty by ensuring independent operation and full control over their technology. It addresses the critical need for autonomous infrastructure, data, and security postures. • Deploying a hosted OpenShift Virtualization cluster using Red Hat Advanced Cluster Management for Kubernetes (RHACM) • Creating a Red Hat Enterprise Linux 9 virtual machine from a template within Fleet Virtualization • Configuring and running automated compliance scans in Red Hat Advanced Cluster Security for Kubernetes (RHACS) • Reviewing and remediating compliance violations, including image registry restrictions • Signing and pushing a container image to Red Hat Quay using Red Hat Trusted Artifact Signer (TAS) and `cosign`","English","","cloud sovereignty, digital sovereignty, cluster-as-a-service,vm-as-a-service, policy compliance, operational sovereignty, data sovereignty, technical sovereignty, assurance sovereignty","https://www.redhat.com/en/products/digital-sovereignty?intcmp=RHCTG0250000449877","OpenShift Platform Plus: A foundation for digital sovereignty","201",""
"PAList+RM","https://www.redhat.com/architect/portfolio/detail/137-whats-new-openshift-ai-interactive-experience","137","137-whats-new-openshift-ai-interactive-experience","What's New: Red Hat OpenShift AI 3.3","TRUE","FALSE","FALSE","Explore the latest capabilities in Red Hat OpenShift AI, including new tools for managing centralized AI assets while supporting the multimodel, multiagent future of enterprise AI.","All","","","","IE","","IE/whats-new-openshift-ai-interactive-experience.adoc","Active","","FALSE","IE Published","https://www.redhat.com/architect/portfolio/detail/137-whats-new-openshift-ai-interactive-experience","https://interact.redhat.com/share/EpHsOh1hBrga0WfnBbzW","","","https://www.redhat.com/architect/portfolio/detail/137-whats-new-openshift-ai-interactive-experience","What's New: Red Hat OpenShift AI 3.3","","","","Creator Intake Form (no request)","Red Hat OpenShift AI","Red Hat OpenShift AI","Adopt & Scale AI Campaign - Operationalize AI with RHOAI","AI Platform","AI Platform - Multi-architecture AI Deployment","No, it is applicable to multiple verticals","No","","","","Rohan Venkatram","AI BU","CY26Q1","With our previous release of Red Hat OpenShift AI, we established a solid foundation for your enterprise AI infrastructure. Today, with the release of OpenShift AI 3.3, we are tackling the polarizing forces that often prevent AI projects from reaching production—the need for rigorous governance versus the demand for rapid developer access. OpenShift AI 3.3 introduces a suite of tools designed to manage a centralized hub of AI assets while optimizing for the multimodel, multiagent future.","Red Hat OpenShift AI 3.3 helps organizations overcome challenges in bringing AI projects to production by balancing governance with rapid developer access. It enables managing a centralized hub of AI assets for a multimodel, multiagent future. This interactive demo provides an overview of the key enhancements and capabilities introduced in this release. • Reviewing the new features and capabilities of OpenShift AI 3.3 • Exploring how OpenShift AI 3.3 addresses governance and developer access for AI projects • Understanding the management of a centralized hub of AI assets • Learning about optimizations for multimodel, multiagent AI futures • Accessing further information via the 'Find out more' link","English","","RHOAI, AI, AI Hub, Gen AI Studio, Workbenches for LLM Compressor, MLFlow, MaaS, Model-as-a-Service, RHOAI3.3","https://www.redhat.com/en/blog/whats-new-red-hat-openshift-ai-33-ui-moving-pilot-production","What's New: Red Hat OpenShift AI 3.3","199",""
"PAList+RM","https://www.redhat.com/en/interactive-experiences","136","136-ask-red-hat-service","Ask Red Hat Service","TRUE","FALSE","TRUE","A secure AI assistant on OpenShift AI, delivering multilingual answers from Red Hat docs and knowledgebase.","All","AI","On-Premise","OpenShift, Red Hat AI","PA","intro-marketectures/arh-marketecture.png","ask-red-hat-service.adoc","Active","","FALSE","IE Published","https://www.redhat.com/en/interactive-experiences","https://interact.redhat.com/share/c1Lo5csRmY4OHAIgk7Kz","","","","Ask Red Hat Service","Latest","","","Creator Intake Form (no request)","Red Hat AI Enterprise","Red Hat AI Enterprise","N/A","AI Platform","AI Platform - Private AI","No, it is applicable to multiple verticals","","","","","Richard Naszcyniec","Portfolio Technical Marketing and Platforms","CY26Q1","Introduction to the Ask Red Hat service with a high level technical overview.","This interactive demo showcases how the Ask Red Hat service provides AI-assisted answers and resources for Red Hat products. It walks through the full user experience from asking a question to reviewing detailed responses and underlying architecture. • Accessing the Ask Red Hat service from the Red Hat Customer Portal • Submitting a question to the Ask Red Hat service • Reviewing AI-generated answers and associated hyperlinks • Navigating through multiple information sources provided by the service • Examining the architectural overview of the Ask Red Hat service, including API calls and internal AI models • Identifying the use of vLLM and Red Hat AI for inference requests","English","","AI, Red Hat","https://access.redhat.com/ask","Ask Red Hat Service","204",""
